Date,IWQU,SCV,MVOL,XDEM,EIMI,XDEV,IWDA + EMIM,IWDA,DBMF_Testfolio,SCV+MOM,Gov global EUR,SGLD
01/1999,11106.680814229132,20022.195887778747,31523.17152872805,28625.875452399647,5933.903663791515,11366.95709082713,18354.804586688817,145606.45280051086,,25050.513835862064,43369.441918180615,5740.042205691386
02/1999,11041.649551310731,19449.217275273804,31504.775650133983,28475.21466798788,6210.084817183371,11284.988359964376,18518.87380669252,146419.90719024307,,24642.32039385401,42780.75230273606,5965.004658490295
03/1999,11702.309095500572,20056.078605069488,32897.256245093944,30125.95477006292,7226.307085534511,12365.549868444825,19932.751670811813,156413.0065243169,,25763.17157285723,43123.44519695322,5956.278141973203
04/1999,12229.31946278728,22017.664624506826,34732.8486023933,30355.719090869232,8247.219238015421,13719.918925077138,21159.767777358866,164781.35624656678,,27028.552488630863,43467.12448485589,6192.261034655954
05/1999,11837.075778381572,22587.189566065703,34689.34304398486,29786.618725925982,8269.89416148434,13559.102304770935,20713.78552810144,160878.45808012175,,27102.3687731339,43181.42541778704,5881.6128982759255
06/1999,12594.5716539714,23607.14271391632,35356.100480091045,32384.903512688383,9231.894363920932,14462.65223795659,22086.976402056323,170446.06540938045,,28904.86678046601,42562.433788323855,5786.024684179239
07/1999,11941.834958381818,22703.07124134202,34588.730030040635,31172.04970778673,8703.037169063386,14245.311461383802,21208.596843684616,164096.559914743,,27810.550961763827,42419.08119400983,5472.3853770563255
08/1999,12104.548004615735,22381.470701857754,34513.06280244857,31410.93799716345,8753.301049368247,14464.60989463925,21400.499283351117,165656.9213959792,,27730.78811624339,42386.61897781995,5517.6887114160045
09/1999,11767.060088770952,21864.559821973147,34069.79040192919,31307.376011419725,8330.174759565905,14113.529684923064,20928.45061035093,162613.1470029835,,27377.477516526127,42508.30050286349,6418.984582189655
10/1999,12649.63404764202,21939.858934329037,35857.264412013006,34091.100001955274,8691.058535382881,14973.698048721437,22385.15450201423,174512.43866596612,,28707.31078322433,42486.58011390874,6551.360028566684
11/1999,13425.395879727372,23225.687992376817,37152.74338912548,37900.86002102678,9889.191884773443,16208.84653225431,24015.64543740169,185724.5311030609,,31226.316368166463,42551.36645117252,6606.609996841175
12/1999,14581.263779325996,24519.42485161586,39050.05135189941,45013.00084129111,11516.524594939352,17724.604162718584,26320.890920543345,201753.3359594896,,35025.84111130325,42474.42774370335,6615.07935825222
01/2000,13771.974255921174,24456.073745038677,38062.42437148823,43287.79999959353,11865.57788772957,16960.879598468735,25675.2963426114,195129.47393827717,10000.0,34272.56229230682,42428.195471663865,6624.842045647895
02/2000,13646.860842455728,25251.413747372833,37151.72921663116,47242.14809377311,11935.14211126236,16734.42082130872,25928.88250800803,197183.04672612107,10014.56968527063,36436.20212283015,42724.57718234671,6921.303763420556
03/2000,14965.627983476355,26417.68434771025,40218.155639390745,49793.5629584027,12131.241553736265,17697.46607816102,27931.779401821612,214340.07891629604,10006.891241910052,38271.260486308354,43298.17497440308,6632.906201517296
04/2000,15109.073538051607,26700.35627994173,41679.40712242912,48604.941544826484,11409.69507135272,18577.00863028842,27883.26599277893,215825.99091610376,10383.22054126611,37971.6334922814,43323.35760519395,6931.74729561497
05/2000,14620.499002229864,25590.95770936005,40353.42642914777,43868.70492608641,10545.393774935585,17863.287617783015,26443.01481808165,205407.34962509177,10167.967719793296,35274.77509679207,43498.53125980229,6700.402183502711
06/2000,14833.80158533567,25682.052521309648,40035.50617461768,45101.014508796296,10593.46646706823,17832.503764158482,26601.390187357672,206677.67062993805,9729.56909602007,35843.65901140329,43763.08204625397,6903.963502757387
07/2000,15181.63417050912,26762.40474817156,40841.57206955513,44739.3213023307,10416.84490095347,18067.89126105661,26656.77579825474,207635.70224652407,9913.59887547287,36420.91279810182,44030.493374393605,6855.366541501107
08/2000,15901.87071994109,28911.73462061608,43485.031836553164,49258.40577183985,10922.711215721916,19614.45308959811,28490.143023882232,222475.5238151789,10389.93026858853,39727.39585691938,44122.59295280895,7121.198345719953
09/2000,15661.357322260035,28851.735008004885,44527.42787528999,44534.69142527193,9995.494280815494,19218.558184041543,27251.879827686582,214007.96520664333,10228.787038151906,37741.14039521144,44338.356707575695,7148.246759485894
10/2000,16402.899966451925,29237.084600422302,46362.48435603651,43698.054138636326,9573.323008091442,20054.3241609033,27701.119969189847,219094.84008987268,10852.34158307305,37655.536007427305,44648.962215203486,7194.893224738448
11/2000,15322.888034484557,27534.18929253867,44405.61552384775,40828.57377662399,8514.48231450829,18955.31746301732,25155.763877194735,199438.93952738776,11243.568112825124,35328.71262673032,45372.195929350535,7094.958948888463
12/2000,14781.60813766706,27906.8515211321,42471.17352211704,39349.481579110165,8043.097664320126,18635.929851301804,23844.339056172204,189114.81299304432,11437.006532043592,34927.866664396,45891.38424571461,6708.804379510498
01/2001,14720.52532662496,30317.44715913588,41194.47933109115,37653.573101169175,9145.433840926442,19490.072900287643,24616.791310942735,193005.42913923218,11553.355923637882,35740.63697476025,46301.15191054592,6516.670211193749
02/2001,13548.494927267586,29482.718103075225,40531.299651481415,36008.59595974311,8506.312806721122,19058.631737815263,22671.602323608087,177532.47977725972,11638.768811859185,34493.428419339645,46705.60291341239,6602.846462243792
03/2001,13240.095610088872,29370.527201399032,40536.51166221283,35545.21219379038,8070.494985110855,19140.51721041668,22100.991720430666,173653.18839958456,12856.014958531214,34220.9716179949,46995.98735048736,6680.536823244174
04/2001,14160.311975824334,30947.57868707656,41914.75781789502,37032.48511299446,8362.988179350048,20000.26697481787,23534.44067890343,185529.6064573504,12262.268328499904,35876.18141535706,46589.73124717644,6788.003925600812
05/2001,14592.087192264233,33466.028149664045,44262.63327174226,38697.51082512599,8846.672611953689,20783.753845711148,24374.811791135002,191662.9837048155,12989.473829705175,38212.24234684294,46819.600431645864,7222.439924442162
06/2001,14210.416827252218,33767.651502336295,43268.24278362943,38059.619999267365,8686.167882235433,20590.846588319982,23646.676396486837,185630.97976344917,12852.604091869238,38129.765091696696,47107.43010907541,7306.139228239436
07/2001,13901.71820254899,32393.178360231308,42080.93419378391,36361.1215430584,7869.710908121339,20077.966651045288,22455.222478299667,177396.92643855215,12374.174595794277,36513.1318623354,47736.46322625701,6953.735877371976
08/2001,12624.031505071747,30755.282234637576,39712.815723478816,34246.52680359161,7442.502452726229,18650.76054632607,20526.525204141824,161425.34133261428,12065.17034138795,34547.47878687874,48206.17403535629,6825.241328323566
09/2001,11826.044464807475,26679.230788554,37698.30867522086,31405.693049907102,6315.636516998278,16801.939571296818,18608.3599210024,147614.87273569225,12306.527976812202,30703.440059994857,48589.79240358494,7349.426985578306
10/2001,12155.570626111288,28034.045917753567,37750.21591352315,30912.3202881572,6726.765890446005,16793.60188425258,19225.45913603481,151914.29905356417,12906.974651559909,31359.15552484952,49636.27719240792,7058.401806479991
11/2001,13110.104976295755,30587.010091015192,39533.762257795446,32071.14128810132,7592.69700680259,18310.71352398817,20806.359334783723,163482.05087792792,12131.158155163817,33498.3512098026,49215.64933309923,7089.003745072926
12/2001,13460.172606576592,33870.32560572617,40118.79026977503,32877.23284016431,8320.53672312748,18700.14676837325,21337.721721999613,166079.72155718357,12577.8549925425,35717.24755031083,48914.16796706234,7183.355658596117
01/2002,13555.359865592454,34598.687363212244,39842.39607411533,33268.74750174214,8771.301933122655,18919.24233238407,21289.00954698924,164312.75586930796,12786.579560688106,36320.56079396532,49038.354932067065,7483.486207408806
02/2002,13545.797170837972,34741.19178623573,40393.23510194313,33126.60598181795,8882.96677853716,18786.05887871552,21134.69720533388,162604.01923445024,12510.625757877451,36324.361446280855,49257.24555481685,7856.457133698189
03/2002,13821.767981365174,37348.78854376458,41291.88713591402,34222.376714598635,9381.243467858232,19788.62164680907,21942.07079227489,168346.16370027844,12446.048233582644,38324.52533632537,48850.220064431225,7910.129527552668
04/2002,12752.05747627334,37292.25826093265,39909.79408483162,33075.879646753754,9146.636369872664,19591.76484579113,20650.323678496065,157496.98186290322,11874.916209268926,37694.8109719745,49489.42290051036,7833.579601254489
05/2002,12105.73106178029,35281.17764214465,38824.01153804909,32097.947182922755,8590.85238602733,19200.560320974397,19783.11062775495,151390.04216710408,11835.422371723498,36082.835149070605,49674.33226079461,7966.092895088527
06/2002,10907.8937117921,31303.79605724476,35251.509436551874,29031.58265138648,7469.288070975492,16703.19754082942,17450.10996021775,133797.39912970288,11957.520637445432,32303.445261919984,50370.173822295255,7310.591822782129
07/2002,10188.648731506482,27816.810979453046,33378.01316191627,27707.86281626845,7068.003630118319,15547.740634501826,16317.464333018374,124912.20031518542,12540.874786408618,29702.689546990317,51068.00789904064,7129.9278144641385
08/2002,10175.716103839772,27580.198596374517,33561.19222630947,27684.88895230566,7137.104095489233,15520.129525239608,16287.922813273324,124489.25629027876,12760.01787223847,29561.124587068545,51865.59596920084,7283.442722223567
09/2002,9088.33663650557,24826.94217846127,30810.30397183536,26288.91255166194,6346.570299536493,13719.583758092565,14458.423295774342,110479.58750396364,13010.35350100248,27324.416141509748,52702.84692945509,7516.606037434568
10/2002,9938.995826994034,25490.328144421444,31600.78850074252,26128.474514328267,6734.399373705314,13899.426211172682,15496.192061820091,118572.0698146364,12589.361186176935,27603.89154087651,52592.449748173676,7355.719837730522
11/2002,10326.925153008811,27281.37894815321,31999.430768272505,25760.5739125142,7139.270655303805,14471.634516550042,16249.97078029085,124154.01869744706,12236.110213381053,28392.518742822715,52635.121139008515,7358.6260083412435
12/2002,9314.796186351838,24970.993234987276,30294.80984881286,23539.70865971615,6538.600622211211,13267.479050504446,14664.963991620563,111814.21248716048,12133.607630912533,25966.39121691161,53565.36929593191,7483.11120904997
01/2003,8688.403035778101,23679.350556456346,28476.717327877275,22189.588684459308,6344.931886928246,12786.467018432279,13840.4090597737,105109.26634325738,12359.576170442222,24550.235777169957,53913.32953242966,7779.410143688669
02/2003,8507.151786628277,22813.32553526105,28099.993586500783,22153.094915136742,6179.798344054669,12359.233691604812,13620.683225407796,103595.3494229088,12995.404061980667,24079.47599574372,54464.023263108684,7378.175690816711
03/2003,8433.336305499744,22738.525888173,27931.612450529883,21973.87736649629,5915.65849269084,12015.862298392567,13385.21844126354,102182.48179664003,12165.261155402854,23941.788862019253,54427.09268352347,7036.862624550027
04/2003,8995.441938095168,25331.43635072085,29108.45789364286,22940.88844151333,6278.079244357036,12738.6027283576,14255.466512292684,108879.25939759432,12116.792868464574,25823.95230678532,54628.7806003981,6926.748600845836
05/2003,8882.214843422984,26492.150818921953,28854.25641104753,22581.512818183568,6341.65378335026,13117.775745833475,14212.382337436678,108351.82728104864,12042.184948478636,26229.90041180285,55676.10382385376,6999.277256918436
06/2003,9227.157192019096,28035.563345205817,30067.701507347563,23576.048923113187,6949.0909578272895,14148.845444372504,15030.37938452036,114023.18387125827,12297.621319112553,27581.11107897508,55420.83500198265,6932.65958342874
07/2003,9415.93248456128,29475.68260812852,30325.430123526097,24134.30872671703,7432.198964916582,14957.690661525476,15555.348651256129,117445.6046121237,12273.704861986329,28638.146390029437,54439.15627829716,7176.434387337964
08/2003,9923.251838015043,31846.12928256484,31845.80709880138,25341.10781381321,8204.142597492399,16271.451661720082,16549.690745920052,124261.42378542542,13001.525186400511,30536.69110725312,54251.60338293578,7870.107137190527
09/2003,9259.404724956546,30024.929905491892,30563.61521118749,24020.35634461797,7729.659531310319,15845.585782550368,15610.581703855842,117231.06338667248,12142.191407252605,28861.157730459574,55054.6264823031,7624.076645458668
10/2003,9806.621331807342,32532.508016722128,31759.86761505512,25471.792059209132,8373.959411176764,17148.123788911864,16622.508238422248,124496.61676504563,12465.047437806978,30965.876284562608,54524.81470594618,7609.281053663246
11/2003,9615.7982350216,32703.114996374014,31471.954602840742,24966.323377696797,8243.953715756956,16858.24400858195,16352.301890141784,122458.61693535288,12069.69528091397,30776.098008570352,54640.22276714993,7604.256908605399
12/2003,9636.879026434332,32522.247585039942,31487.424742190015,24512.75693866306,8359.230759071626,17192.4217944864,16512.623290304866,123578.95908285888,11855.685304363753,30411.436385503228,55138.2923947074,7563.956086119006
01/2004,9906.355221713617,34439.88237286138,32465.131716052147,25282.40318563409,8839.25338506985,18028.426372869028,17158.50723782104,128056.09656039916,12225.002594655163,31788.12905482716,55489.43868280932,7390.665269346035
02/2004,10049.402280035049,35411.765307916045,33050.19151655437,25709.181292124867,9245.364149436668,18387.96460277193,17474.093205049317,129843.94685913752,12701.768479320572,32508.482266557403,56089.42250595288,7298.523282568971
03/2004,10072.104960871107,36013.84532319134,34032.36220433532,27120.421109573566,9515.70680628272,19155.80716863068,17683.62765582758,131029.35648197844,12803.789692031361,33661.604424976744,56361.361381108974,7935.99027192179
04/2004,10214.67935297206,35508.507635457325,34062.55609081719,26819.98101745992,8976.312481953311,19229.03007542609,17572.284715235877,131321.4721638095,12606.915599560882,33238.64706433986,55658.58547199924,7445.402203118669
05/2004,10081.28511877972,35196.97191955934,33708.68187354714,26540.19315759081,8613.606936554543,18917.795344595885,17298.092464630783,129791.10214502508,12123.13320661832,32919.60989002473,55598.49436867844,7381.35522827635
06/2004,10289.097571906595,36657.67199141055,34480.88031187492,27468.984198103317,8663.979939683528,19724.57258403849,17677.684470482727,132924.1391876391,11936.20639628305,34179.38679003854,55637.94025216167,7455.5009640612125
07/2004,10145.301242387384,35520.81153784784,34133.34274171505,26579.05318730299,8550.97904241283,19298.116920132907,17286.7565716745,129823.13266285388,11987.376426127761,33095.94010988522,55966.66581179213,7443.657994663169
08/2004,10169.883708353598,35339.75718637595,34571.0121962619,26759.816714883607,8857.664199501727,19184.5209385397,17336.66877957087,129618.5419406189,11779.983004218062,33122.16121176547,56851.25380501364,7699.049162925961
09/2004,10136.575058948454,35797.211388241616,34282.773914375444,26964.647679417136,9142.81409187672,19307.578204278896,17320.99065779389,128898.9535102655,11554.527289532089,33463.65868770598,57139.26103330657,7669.145975888883
10/2004,9974.607662852064,35643.704868485904,34244.641608380894,26746.343066342208,9135.188779928472,19249.198944205666,17290.2558745784,128652.5655517885,11598.918120810233,33256.87554631062,57528.65966853226,7649.612747172569
11/2004,10007.221058451898,37169.71642916632,34581.27768575111,27504.082842579424,9561.042941738082,19924.46717860526,17518.96040910835,129727.56165969452,11551.985628635102,34441.956137440655,57774.83394062304,7808.168523638021
12/2004,10192.227070288296,37930.89141950734,35040.229612895666,27469.93396922476,9814.039709203462,20416.853178757603,17782.680639423044,131456.29273440116,11339.73957881097,34773.23215454492,58157.8604726404,7362.42903239982
01/2005,10430.467739064785,39028.45255170045,35756.8617120212,28356.85849202646,10276.780149487811,21018.88774914388,18224.585103501333,134273.31775025747,11552.71061129321,35837.06467062874,58693.925984963396,7415.010359483814
02/2005,10650.413234719605,39710.98576432226,36222.26926698495,30116.732406906853,10984.01283220175,21649.075706406573,18621.81705139769,136207.07868278926,11490.270672384684,37255.18691408208,58374.127288186755,7520.540296195884
03/2005,10689.783095912531,39769.73873054803,36630.46451210649,30121.105311656316,10514.189461817688,21706.0816246613,18552.5404046125,136581.76891114865,11803.847804486495,37285.14553852076,58646.17466664824,7550.1068996495615
04/2005,10419.195970668674,38080.95160597444,36670.62409077527,28870.572989779663,10231.522875682682,21125.63343687752,18143.85007516373,133677.9335167293,11589.849667416891,35719.73034403453,59398.80291262328,7699.084836810681
05/2005,11189.06050745572,41948.7573008562,38892.85151511293,31229.36688799457,11119.063601368243,22651.424250719465,19446.362657604208,142959.9621025617,12371.980942000853,38988.60904976911,59934.14835755587,7695.376100895852
06/2005,11554.04896775739,44049.51769507972,40195.09072852131,33207.973678636656,11734.65639675557,23549.040361379622,20064.794139414207,147047.03522767386,12877.723924985408,41200.759422242736,60448.73021540865,8276.346639457837
07/2005,11926.053387264534,46361.94622777378,41153.047268172166,34654.8705277165,12521.477439897732,24468.128223247342,20843.286280199274,152171.04514031415,12875.343843026925,43178.06047639298,60042.79962201394,8122.304059404607
08/2005,11746.28774719856,45798.02848093389,40936.92509128748,35439.60450111953,12488.12479390044,24952.343022135527,20815.56370884362,151997.92701814728,12788.053218382163,43408.13472325196,60543.14781898491,8132.160591610245
09/2005,12077.455779066362,46558.24206560256,42189.176684293314,37660.40137542986,13753.56735649222,26412.2860768516,21795.5530945237,157966.09566531074,13182.589402703123,45150.841925472974,60239.97971974581,8998.041747085917
10/2005,11880.343151620988,44715.84027187136,41165.3714024555,36168.206083259065,12883.123471803,25530.3348715635,21183.27446332234,154377.241959662,13242.576637528611,43362.94493954604,59806.12432111452,8964.653038304661
11/2005,12528.719949896982,47373.77476329724,42953.73380530742,38214.88701006399,14259.647383538804,26775.83261863407,22500.00895930599,162963.81834155438,13911.173247393432,45875.86067487207,60006.30305565035,9642.542277058274
12/2005,12589.942675730865,48016.49502064103,43573.02792347287,40537.55061026558,15123.939591454684,27524.29271883192,23066.249749242266,166178.85834543928,13736.35306244102,47581.20475707218,60452.76456558235,9956.387472787004
01/2006,12667.644324354063,50069.68316549408,43605.092965280506,42450.98110129982,16283.422627213871,28490.595094204284,23647.37867980401,169000.72912658178,13511.119057289778,49723.8477265956,60190.14711075425,10745.990827141995
02/2006,12971.692761987117,51387.55023557664,44809.38337380125,42297.8321961438,16606.9636556263,29064.56314815741,24098.51612582923,172202.2722790281,13721.073551206444,50270.0210008276,60207.99097252498,10720.059042110415
03/2006,12996.664687817252,52418.84772038514,44420.557482759774,42942.66873600621,16422.497029903083,29353.458109951098,24114.50072561215,172659.22409636425,13782.684679840322,51156.41917425361,59561.56773466798,11009.055817029626
04/2006,12942.27334704264,51878.20925841575,43715.45911125969,42899.53789994315,17005.52923468194,29669.205850018905,24128.86095228529,171756.98570953906,13645.396503250187,50868.75852517819,59172.91875864327,11761.108202388468
05/2006,12198.846888625312,48641.69939779073,41619.4685317876,39309.86393804043,14909.073335607014,27937.570401989167,22475.77968912585,161622.79902572016,13109.779669267431,47147.02168302555,59331.41249602976,11618.715914927128
06/2006,12373.455812371076,48998.77708105586,42318.36249439976,39551.96468251074,14934.373063438868,28205.567813984177,22715.633389259707,163545.3793293853,13105.602313316986,47465.23274689943,59241.147609869455,11048.98856439155
07/2006,12325.458000266231,47955.67758411248,43082.35230881579,39207.32718049692,15073.5108811815,28613.060229262734,22780.527332941623,163869.98260342045,12804.606395208455,46753.31025965328,59760.29647048612,11342.993297919205
08/2006,12576.806525932954,48893.93054694094,43997.30702917503,39072.7981481427,15365.40201655689,29336.327792189157,23219.38496926892,167024.64514197528,12730.121363980583,47126.8543082641,60593.29607395585,11108.503040588006
09/2006,12911.764236678137,50392.9378435781,45086.81795355985,39411.250238857545,15755.33755394279,30190.87413296415,23845.691261776123,171566.1213419198,12869.96433329262,48055.81030478075,60901.96824996004,10837.5307075467
10/2006,13427.453731162908,52861.90305880719,46302.673547739236,41700.41186489747,16451.532135709702,31256.938028060817,24680.50886918427,177358.73088692705,13025.438157504714,50625.29572121982,61071.726603234965,10887.952913319961
11/2006,13241.914454684813,53189.13271586367,45780.45750610988,41631.77872446358,17034.329636988674,31061.708877110515,24468.4320880361,174764.2062212071,12842.99917290927,50742.54115842862,61424.87527051847,11217.212150858004
12/2006,13518.790002722671,54341.259711254905,47028.35312355646,43115.391369827026,17842.237050219126,32147.65306602459,25099.10965437989,178723.53185659656,13227.726848280901,52196.25126916405,61003.6457110616,11051.530853476865
01/2007,13863.47635173938,56650.49118359207,48492.47637457077,44562.15149070285,17947.990641781853,33128.43634693699,25745.434893955244,183848.6886966529,13619.209224442258,54179.4427023125,60865.56045902815,11497.393944296016
02/2007,13483.613709136182,55896.33201090712,47452.874208985595,43591.214847856376,17566.897282144542,32695.66402020048,25124.02176874136,179334.1262970028,13137.416321025363,53227.999052474,61496.24085366455,11511.162445191689
03/2007,13617.136332898084,56790.59095060122,47708.44983284876,44600.50958074243,18120.746678469844,33270.36870314757,25446.39773481877,181149.70924505472,12867.207986708701,54269.64665083794,61366.4018528419,11376.55952315161
04/2007,14011.97179401614,57673.15328147267,48397.94920284792,45295.11752915243,18611.866825606277,34410.00861141917,26024.63632465621,185148.8200723516,13046.358107454102,55113.93829286449,61446.15178231474,11393.210634799736
05/2007,14578.824587653096,60368.70679797579,49576.0227479036,47302.528502368594,19802.89305146324,35953.48320526856,27138.128249857244,192487.14527702396,13639.565322700171,57623.078008505065,60915.54102707256,11217.295828152026
06/2007,14489.483170357898,58912.86346444533,47898.72587785399,46822.18682609021,20657.405701172764,35777.24951778873,27003.201449141103,190266.9894540528,13925.042173445927,56635.909059438985,60638.94637372089,11028.30367674273
07/2007,13999.671022660994,55123.150496047725,45913.085727877806,45933.99759930365,21513.47766735492,34125.41379239385,26281.010363527195,183311.37167724755,13382.62524793647,54286.93114546832,61464.311290064834,11116.335637823058
08/2007,14102.883439035257,54386.98172266611,46572.574420003875,45382.17243989645,20975.6751296107,33993.283943657225,26178.63600970306,183199.07056409467,12859.866919188778,53599.48417672844,62206.08920549934,11226.547990420067
09/2007,14498.933880474066,52951.44764050556,46829.99832554357,47385.8568020152,22431.62189829509,34289.47868861812,26702.993469711677,185495.6102668897,12979.652694289021,54135.819818280674,62308.2697273805,11997.733619624983
10/2007,14773.55075053258,53420.22670335122,47082.37127416597,48622.58098913247,24374.249875550453,34604.335377009724,27288.319213948067,187638.47505329028,13209.435532609325,55113.113313981215,62759.19960070784,12512.107457304346
11/2007,13965.862444899414,48467.90940686883,45081.436663040426,45553.92364024528,22175.88921691188,32084.77042306149,25500.238865574705,176140.2834032291,12836.378021624543,50880.7493908076,63596.84511843628,12152.88041883232
12/2007,13842.471604877745,47672.17716369245,44397.66640935268,46068.68682515882,22319.609802574352,31567.422359298118,25300.5479209405,174340.26099688967,12998.421151296414,50750.55499453152,63650.77126122268,13010.219884957778
01/2008,12585.047326863889,44657.195194969936,41728.946337893336,40787.804364265125,19279.90026269986,28660.396896778257,22947.53609507006,159403.8655902554,13102.367187937121,46218.81783429453,64798.65732091528,14215.572408561577
02/2008,12269.843697176171,42857.728927429074,40433.65481465331,40731.83384102208,20299.885414921675,28142.575336058944,22615.775321571095,155377.88314276678,13454.097766041757,45243.03628592763,65256.126984377486,14665.575909905325
03/2008,11607.202487735956,40926.03337467459,38467.69706157372,38549.61538453041,18422.054470554423,26766.443059061632,21343.365258037644,147611.17924363213,12896.589525859856,43010.40891447821,65366.41566235349,13517.099809934514
04/2008,12363.901098710365,43236.10939626722,40216.32770222216,41837.22926070649,20217.16854699999,28565.424831730637,22938.50661266364,158088.7612403158,12881.77087954485,46058.97197550759,64671.59995028576,12832.850786543924
05/2008,12613.36259143513,44532.60259709435,40734.60565913712,43129.242476748914,20585.746087776068,29069.906713029737,23339.285998987296,160830.53333821252,13151.8059422935,47461.03680320113,64010.15393659855,13077.097829006674
06/2008,11616.123608475433,38660.81730882738,37491.69242394435,41700.896974300704,18186.1534085018,26021.974297141645,21067.789436444116,145599.67436807769,13254.326674827082,43581.30472223186,64068.45966734859,13511.054832793154
07/2008,11391.222496278457,39154.94292406297,37910.23428083497,38654.57299729708,17705.53006883076,25481.12930596885,20725.856861159205,143434.15895549898,13038.432675477241,42139.394674503215,64919.007214483405,13463.80960307989
08/2008,11962.625706074752,42834.129995938565,40163.292160281344,39951.98856870572,17275.46312836418,26602.21415549908,21483.706934170717,149826.8042100552,13582.830374530986,44795.13136796771,65799.40303454152,12943.474285174285
09/2008,11035.150032923028,38872.38822336197,38826.22294406775,34284.166250303526,14624.015641609349,23311.79706576743,19356.45216753229,135993.77198890864,14059.391213965708,39550.35516467944,66081.96536969047,14158.808327819315
10/2008,10105.254389246416,33283.95640492798,36627.33528231417,33194.38811351941,11858.605553500453,20679.92371163592,17393.05812064769,123565.28938232172,16572.596236958587,36008.43158796532,66390.31203577846,13115.240912612011
11/2008,9646.674364435574,30373.386458068788,35440.72256517298,30961.109340794905,11012.667281637854,19584.2456969238,16291.357407593883,115839.4849935866,16979.185079443465,33233.48623605669,68491.82378274086,14652.814396510776
12/2008,9063.10629381916,29672.217642275173,33023.00494115211,29139.025601274938,10911.753245492995,19020.186990523624,15446.748567272123,109333.1526967372,15806.071595428908,31871.98178070334,69986.09184903442,14230.70723931886
01/2009,9057.83506581905,29151.453432916507,33283.86856859973,28866.50897751043,11087.105251108918,18610.666219172377,15341.824857370542,108324.71622786959,17217.596032515976,31440.821951936363,68850.59489403172,16426.885834660046
02/2009,8291.406239879332,25907.22060394032,30404.354842503115,26225.89259999586,10627.361641477226,16511.955430103044,14032.218317551746,98559.4321777633,17501.65257031361,28248.74786477649,69101.88854935026,17238.856925208398
03/2009,8494.052703295942,27752.76365286873,29969.520603085457,26269.804815489228,11545.701793108976,17052.21343874527,14430.930718908112,100703.2406359776,16242.803631618159,29281.97942777922,69836.03177765897,15767.96622861115
04/2009,9333.181904745592,36304.26385756901,32192.573002863304,27450.530575761302,13575.084303617314,19990.31384337578,16185.225781705258,112278.48228473838,15985.051219630306,34594.04641058958,69552.8776062987,15233.690236788236
05/2009,9575.353314813796,37942.811309440585,32400.043270785216,27225.58224516643,15057.00218014749,21218.871860035044,16773.11051811267,115303.21582449084,15269.40000733576,35369.73761613609,68956.97745301313,15842.57498990841
06/2009,9601.106220720438,37612.38059660068,32736.55710871493,26891.76945378029,14835.931405086572,21040.5635677284,16639.542676388945,114490.67647761472,14981.398271601187,35009.80839431545,69511.77458142383,15138.060017704345
07/2009,10325.80893714624,41845.71120968635,34970.34039485706,29085.90202024237,16524.193703268727,23017.52731928575,18102.07243554665,124152.55351345864,14946.529902675251,38503.37375833631,69987.36429688871,15206.652406295249
08/2009,10494.010643892678,45550.28277438757,35609.029974533936,29369.31298141183,16339.72275124338,24575.04156738105,18577.70663197397,128060.69405746089,14957.640646805694,40682.18530343346,70556.76005184485,15328.577655321978
09/2009,10606.24678423221,47754.04926554615,36006.8372281882,29893.477915039643,17352.78238878279,25021.556653875847,18934.6408074291,129791.07386768029,14915.085014702609,42169.14490961428,70913.469600333,15569.557033571627
10/2009,10483.077701932423,44093.502717930336,34654.883105080684,29201.57997543108,17200.689196214844,23882.566675631075,18445.592923833115,126129.60440177223,14512.497188039299,39795.1848239937,70832.29926395303,16088.947254771489
11/2009,10791.571448368226,44435.22270800632,35588.54117568461,29983.73700080756,17681.67076934632,24249.88427082273,18920.202940814564,129334.85037697168,14702.880601275663,40401.91534008848,71489.02045188667,17919.02288766226
12/2009,11470.55817705087,48887.78985502642,37142.67126396471,32149.295855815668,19223.581297948112,25925.06579722988,20145.47006449485,137296.1314414929,14855.861260255973,43885.1260689768,70740.39696427478,17546.143099106826
01/2010,11341.864204097328,49409.45438226854,37376.01721897839,31000.01007179559,18768.395580272925,25661.573226162367,19889.038193196444,135768.28891458645,15032.879557292466,43347.97417608541,71175.95882398199,17680.889735732624
02/2010,11830.026145163563,51902.1085787689,39018.32250006787,32784.603062193775,19381.136583565585,26573.518388520748,20730.288532049937,141700.0275085132,15691.372792081753,45683.50904655173,71557.36767035512,18698.80688222659
03/2010,12566.505845708954,56721.69235277107,40594.4113825622,35364.18331132141,21105.09679368688,28596.07479594989,22214.17690512212,151491.47418170702,16243.967776166906,49612.51019524039,71530.64626541486,18948.19760995197
04/2010,12697.113375962885,60345.05935524477,40972.003795918026,36259.31876701691,21656.76552691945,28549.913740523672,22529.53793820309,153378.90150742597,16694.600051068817,51862.830401627514,71802.6640520658,20277.794530662453
05/2010,12421.90900987644,58493.85887922214,41573.49828177462,35664.20401934331,21322.796363937687,27667.19775413488,22058.25437414894,150046.12411194082,17720.465627952548,50620.29832912892,72746.54416972284,22464.199266679163
06/2010,12173.618453058973,54757.36440883111,41922.715907837824,34398.26816077658,21286.46116472764,26523.44490747476,21443.199926875994,145326.71293274156,17865.937178488697,48068.72904463809,73290.28382491907,23211.13771188549
