Date,IWQU,SCV,MVOL,XDEM,EIMI,XDEV,IWDA + EMIM,IWDA,DBMF_Testfolio,SCV+MOM,Gov global EUR,SGLD
07/2010,12334.004282856957,56124.61002905828,41295.83048283454,34980.1213065771,21690.0501394818,27411.00243529216,21836.538326285405,147979.88494301806,16772.421907773623,49082.3128112535,73702.00454924768,20544.3670322687
08/2010,12301.79283791576,53925.69399217966,42569.005572984985,34321.36754242783,21914.353431153057,26884.98428075977,21655.427532123045,146364.6900200871,17856.59361962362,47638.82817923413,75161.28523151645,22498.56364776374
09/2010,12521.116727579289,56131.64088674169,41834.11600422689,35604.77859100738,22648.552649578683,27587.911308666244,22043.964976245537,148663.50585168062,16825.98214777532,49506.35980593825,74873.0215408653,21926.15994153819
10/2010,12853.92299987872,57713.81056676779,42299.125579585954,36643.21228047661,22992.22809608278,28336.06209429328,22502.63932484274,151879.20639497228,17037.515075117204,50925.2636932467,74572.27010615567,22252.241840237635
11/2010,13442.765819334509,61595.74460689246,44086.293168772114,39232.15478780302,23878.65448074648,28763.51663020909,23458.95163481649,158420.76231177428,17674.715787827903,54434.302026105455,73495.66085417748,24370.174272317778
12/2010,13888.603481268769,65792.32475285583,44863.359704489645,40245.23429899295,24850.00267543386,30351.385624213097,24487.058080598195,165435.78710763942,17790.477052423303,56991.45382248979,73207.73253737939,24164.65755482065
01/2011,13769.171103381192,65210.878310567976,43644.32387349821,39567.87115372161,23578.03137192309,31100.566027424946,24285.18861659061,165095.91940854653,17133.223713779244,56264.61361737983,72860.28522559808,22190.139701510856
02/2011,14052.392416779014,67218.47907660966,44428.92160631961,40597.40506153805,23035.249414424918,31887.587689345422,24738.71240232909,169122.42977745016,17179.2941259684,57865.94197661449,72865.73011874205,23352.60031944304
03/2011,13717.123798809838,66233.58454335653,43411.79489720186,40020.16667623816,23716.341109431392,30452.44381244893,24038.731198761907,163058.12231659403,16577.039127443655,57030.29236899288,72775.45536864489,23190.72988629111
04/2011,13771.985622015942,65617.70481903545,43304.27843465664,40261.13915474905,23413.347213508587,30528.06359025892,23930.919253885284,162515.49789131453,16439.563220792574,56925.32889807048,73275.79370167902,23658.489617428306
05/2011,13993.686396407964,66047.3099786912,45099.52051710575,40882.37595020165,23537.36492021551,30588.096857050004,24189.991412981144,164399.08200454025,16243.614444791834,57546.13796018294,74125.0786648964,24455.621398021085
06/2011,13752.127059245782,63966.53068506972,44431.37172209936,40339.22752944982,23048.144491676157,30004.08719667976,23694.329956099282,161037.08871738124,15920.500926995532,56249.90238885611,74067.36477035767,23849.47158711163
07/2011,13776.75998300236,62203.13819908402,44575.33949426258,40328.28442696282,23322.180214338456,29378.447965175255,23627.134738188863,160257.14198036466,16685.678877424303,55463.12501668837,74805.05901593418,26147.142959397683
08/2011,12866.16438397939,55552.748729740575,43574.33962632513,37583.55594038481,20896.93958222784,25846.875188050053,21612.364607184576,147007.16204174483,16257.940390820884,50620.39032000942,76248.71522222462,28734.6371126308
09/2011,12591.810355087691,52221.90872701649,45096.07929624076,38367.48929954371,19066.119205898845,25136.58745219716,20962.177050866187,143729.57831423252,17551.738371944844,49692.45137895662,77187.1701746114,27468.867273113174
10/2011,13378.023744489295,57040.42274545433,45398.13027022181,39448.46828804164,20749.11906960343,26773.47411403139,22364.34214053071,152955.4082065391,16314.743981774944,52571.52046516898,76626.93801699358,28159.83433574828
11/2011,13713.950611028373,58138.89199820788,46934.719880567216,41145.25213202488,20168.547310004127,26921.651347882635,22648.69729869256,155704.42058630558,17073.019202444986,54234.0352375589,76415.19874846366,29792.877837828277
12/2011,14208.213660481151,59706.49183458721,49707.79830026296,43310.8310524999,20660.4912964292,27718.738139550132,23444.12159606501,161378.86142096898,17847.286457393337,56392.42917669662,77771.49006602918,27861.08056583837
01/2012,14603.305534005727,63974.318722115655,49275.46504423454,43133.17341848467,22576.851547694558,29000.995465680982,24334.367923069552,166428.9254823225,17672.197777126294,58265.9335661209,78272.08486142154,30305.32169375246
02/2012,15059.305333720526,65692.0156516974,49385.47671279102,44181.243891492624,23525.18443811822,29938.295839883114,25055.086752613348,171091.73713019263,17507.13214372114,59757.835031313625,78406.33304201838,30146.23440609595
03/2012,15267.94641785214,66396.66531592238,50435.319506084605,45890.79271329188,22890.47068942197,30119.88796879197,25407.791434020444,174420.1740529473,17289.496536079125,61213.18430972092,78186.12065173002,28499.76294172401
04/2012,15410.17129386316,65935.92514957332,51402.07439662476,46799.65585936627,22841.4388964826,29304.542845577267,25385.217266158437,174292.53588413182,17512.366863362215,61597.278407244914,78645.07976965733,28611.09847697467
05/2012,15014.593453279807,63393.116045747316,52302.72778025316,47579.53043758996,21668.62132864028,27713.52087317338,24640.69012271293,169659.6641733808,19250.416481741468,60925.247699969535,79771.03829772121,28760.518653940948
06/2012,15478.166413807436,65462.30793746932,53694.716165085,48805.53197994155,22149.06924545809,29019.1797556518,25472.67593482079,175656.36404886912,18365.96228051166,62698.35919905431,79443.87124011385,29069.85827915416
07/2012,16172.613462735524,66074.17023776872,56254.66803503606,50970.04778478474,23087.91142200813,29434.957493560116,26455.83234576609,182346.4376419292,19405.270919416045,64410.27942885777,80257.28106498951,30232.011639526587
08/2012,16084.6928606928,67264.62934886858,55155.54303934397,50318.71627296657,22480.43863598569,29571.62695181781,26344.146461029908,182121.172360436,18707.49953271143,64536.26700106205,80312.60788680933,29929.222148282
09/2012,16051.568316828145,68529.77495935182,54694.400444169616,50174.61055243849,23252.789875788894,29674.50147836084,26498.98914033198,182508.06809134304,18120.097746760373,65031.37979706531,80541.79645963575,31448.536557961328
10/2012,15833.838345368966,68435.47367420615,53940.88960153657,48854.49893926773,22977.158885408466,29745.37645530779,26191.41259372392,180395.7993249808,17513.861005690953,64117.36876017024,80608.99946142903,30291.615966148365
11/2012,16046.983146933417,69198.53872367158,53993.54246938762,49443.16529510011,23294.04929117183,30085.196543825343,26542.47158500978,182804.23354110224,17525.575201700904,64861.239912048746,81167.36733498125,30431.362460881435
12/2012,15941.74538748609,71282.12077692736,52674.19654666069,48455.68707889926,24045.884949102943,31064.149838536334,26709.201148484204,183306.0396174229,17280.861523864205,65190.02856964135,81126.56022821202,28875.72161535461
01/2013,16284.75551724054,74581.55106460855,53663.954123153904,49142.7830125583,23772.902217406878,32052.29169576559,27218.477896088803,187582.21279401,17095.732495556487,67187.01913712069,80738.5918638303,28129.74092728046
02/2013,16825.50024716076,77249.27302406325,56775.460029541166,51502.02932780528,24294.981867831728,32608.75062566442,28099.351364283742,193916.9723571345,17684.872716567446,69984.74508898273,81207.40505467578,27702.028698230188
03/2013,17670.43657055864,81787.35777923459,61165.51731835481,54977.85300838904,24540.232064346124,34004.14702109568,29355.13565664829,203480.6987985021,18396.407211158094,74391.41839588695,81794.66439927637,28577.296072679703
04/2013,17762.50012439757,81562.19285151543,61700.753252379225,55518.13449972125,24256.99521001834,34809.68626919718,29587.53181183937,205601.43552046167,18298.737900623175,74640.27238891744,82593.76165177539,25729.76150252432
05/2013,17877.6541972434,85300.96359821339,59059.2130268044,55080.41251800311,23812.512166718956,35640.45819544551,29670.20027363998,206722.82563589435,18101.147127039112,76105.37710536152,81350.64914568441,24548.828559328147
06/2013,17231.40372905612,82833.42027617313,58421.351275588655,55031.229749673,22098.997882139905,34337.94275722959,28626.56457101048,200488.36738377943,17751.42919395305,74916.6772613998,80545.46584414583,20865.29433440489
07/2013,17853.68535819624,88108.67206268689,59394.747759707934,56019.77090879174,21988.871143119817,36049.92963395815,29551.6656322718,207943.1770635732,17343.990561391718,78037.38036148119,80794.27378737691,22671.59447071399
08/2013,17546.030158048252,86541.66194054425,57944.69306973648,54551.23426978808,21632.37573104835,35524.91772680813,29017.02539348068,204132.21278789476,17116.828483635116,76339.74629130794,80572.57194262343,24128.394693351653
09/2013,18034.6838284161,90600.87450216465,58640.53858369869,56721.2732657014,22577.71553754937,36759.81460309593,29906.58598863331,210056.16139523912,16634.26283666558,79665.50456307037,81103.79426195064,22488.923639045704
10/2013,18532.98986946805,93624.90760580706,60147.78753434916,57810.19908498432,23405.55578850651,37944.18462217737,30794.00726970017,216102.2691728288,16692.90230183985,81796.99446820765,81784.6525033685,22222.748955827326
11/2013,18973.84117551183,96550.1375788474,60264.57877849281,59216.16420342766,23106.101924020844,39016.74166068158,31295.526606070995,220427.51932068198,17034.074820498467,84090.13076415709,81755.52429783563,21077.40017063294
12/2013,19145.745700815387,97658.2204936484,59770.59559218443,60106.08741010742,22499.864235344576,39205.37199363774,31422.91698682596,222153.7960689473,16930.83586097653,85204.54131126984,81194.31561046917,19947.29546818421
01/2014,18589.444472008134,97230.5984423541,59316.78790153391,59637.467218506936,21573.83092126796,38848.29731646392,30794.952487192688,218278.16603742493,16895.31050919801,84685.59015764667,82487.43827641511,21191.66747050811
02/2014,19203.012985732246,101212.06524101632,60333.414665218304,61693.70992960398,21832.675834879574,39845.52288137102,31591.345371215837,224277.1431508889,16648.67472872353,87879.40254455154,82790.77406258073,21987.4693220381
03/2014,19304.550312883846,102104.73644327122,61076.88254617285,60052.70424335686,22517.60873241835,40252.45548250722,31786.187481217785,225008.96563224253,16650.127459052583,87102.97949215252,82924.51918239798,21450.291552436607
04/2014,19571.380915045567,100468.61371860032,61719.05572243504,59095.21429862736,22493.248799071756,40547.51602201047,31945.230838875403,226297.02084729716,16667.384720034403,85710.64719049283,83426.03132391785,21300.541957722944
05/2014,20205.82438429629,102963.42750962428,63745.65485270937,62306.722015460764,23679.52351608535,41962.118683578025,33205.42480755793,234870.21932514964,17380.93379753598,89077.33013804784,84097.92324673451,21041.529983362478
06/2014,20381.84421901128,105322.32798282996,64552.0012591748,63391.81482009916,24191.87675693297,42793.50028784204,33703.308397843866,238179.11548768147,17425.103673914084,90875.01474205764,84437.82464682173,22044.215525443145
07/2014,20585.34076464967,102315.64700055718,65161.6928519158,63407.00727647048,25134.556711337256,43347.93690129232,33997.107487415204,239265.5861410615,17641.6337859322,89576.47068705838,84783.01311706321,21994.797242240045
08/2014,21547.79522158114,107070.49965956746,68071.63036230323,66347.42691870232,26077.552555872368,44182.56083792966,35252.3426709668,248079.4435767389,18630.05983951514,93734.86177816907,85909.37606653816,22322.02542854898
09/2014,21951.51884992482,105313.46368529106,69670.05660575083,68146.27225520143,25412.36425099764,45048.08840537393,35746.41852517684,252950.41868087568,19929.196896769197,94246.94691505904,85736.98404212295,22135.223971625084
10/2014,22497.81342228047,107532.96579636932,72104.33191968732,69050.48711570704,25734.67360364829,44632.34093515598,36153.44895647206,255786.1009308187,20382.457514772843,95855.49897667092,86278.69172632703,21284.29118033698
11/2014,22850.849995943998,108387.15321282494,73826.62616644862,71471.27155464809,25530.3385082028,45678.466876159626,36863.43771125078,261769.2095782933,21624.45253150029,97946.29720844416,87261.12010921347,21693.518185547608
12/2014,23142.08493818358,111888.6271646284,75610.17789357065,72746.45597710587,25100.06989207984,46307.766483785825,37168.48035424647,264803.03607898584,22614.195567384395,100402.16176181057,88034.51194226833,22615.764441705287
01/2015,24665.94609751148,116295.8687639982,82374.90766827457,77982.50342464482,27147.726579228663,48692.020315301466,39308.2080146073,279232.1416625082,25368.039504262884,105981.32477919884,89890.4313894144,25523.612553313826
02/2015,26072.690422925207,125527.38296049136,85304.22292249597,82495.57364460139,28119.80113009533,52223.557321104476,41719.81806932108,297301.358169058,25470.13862445139,113244.870302546,89207.70886393091,24729.10391424259
03/2015,26807.653223154197,130877.39281184282,88576.3440873234,85425.67656960017,29009.01603049565,53849.55532747358,42918.18769473526,305730.88408289355,27100.29008187477,117669.94282801912,89907.98919701634,25260.085455550943
04/2015,26310.933961167197,126566.27748458208,85866.76933762582,82215.62796160988,30020.785143044148,53289.53234108428,42397.6616395003,300178.5398908151,25209.656487772754,113522.456756428,89208.80376092183,24095.21108081312
05/2015,27032.32622422887,130596.44866456813,87368.20481045218,85686.79624479658,29644.00905983003,55139.6118712043,43299.85349776979,307939.77043225337,25703.192270815638,117721.92530426846,88597.9991990483,24866.059711639635
06/2015,25866.119746952994,125992.60891786029,83785.80458775222,82648.31471239065,28226.972255236065,52574.065690504096,41437.01541100231,294892.36405894987,24168.587179761475,113559.73622937578,87422.38561285625,23961.9206262842
07/2015,27011.5473393082,126845.58566038712,88231.86645747215,86988.44932285248,26768.29116831762,53855.55890359484,42588.22108775605,306262.2068636984,25455.626506275712,116919.06426953975,88524.0492644462,22931.30046053254
08/2015,24672.08636600873,118436.46681341866,82529.25103197483,79440.80398862081,23786.64041272163,48911.70768970904,38775.274534697375,279671.1591490904,24457.27860783717,107947.77130429323,88342.62187387179,23171.416714020663
09/2015,24175.62274058275,112764.8768334266,81579.19178901601,76610.799657102,23193.05225639124,46355.42584055917,37430.50702756985,269644.1414038584,24802.31588342489,103445.9865084778,89030.1875923511,22767.055113917668
10/2015,26642.57051204632,121361.88950774436,87892.43088427954,83296.10108410341,25226.814909948454,50994.70213594186,41038.93285585508,295925.0539821765,24955.768957443448,111911.28603617304,89220.13742436825,23740.608191887495
11/2015,27661.44758201968,127295.7280998098,90578.06410742972,86866.05711838319,25294.38588759581,52151.4610847283,42377.08984949902,306643.7702144706,26714.354454411987,117038.58963353735,89237.04421213776,22982.38034437413
12/2015,26408.772013159985,118152.53637232711,88671.92319321336,84422.11054710671,24110.919557476274,49949.32093899633,40448.12973087152,292731.13201633014,25644.23699002316,111188.94016201326,88960.0056816276,22339.555157212817
01/2016,25015.96137254351,108344.10093671648,86931.46662083351,80555.65563780756,22430.53151888461,45590.70249757908,37883.72316957245,274386.9849214285,26669.093456252827,104075.16549600825,90705.09393427064,23310.953354488327
02/2016,25101.371371422643,110170.34766682908,89020.37049743786,79746.99266786962,22453.464802313654,45175.26901326697,37734.10008429682,273145.3070502433,27577.0995864044,104369.93770062726,91783.76474905157,25968.07055410121
03/2016,25581.358883996607,115750.69997525036,89928.48430844468,80461.49520214336,24217.159806477368,45894.13737704891,38761.20903321611,278947.6416253396,25618.480546792005,107416.63004137542,92155.2800667591,24876.69426383014
04/2016,25648.48904786014,119505.26389488344,90698.57947185452,80478.05178583237,24341.70228569033,47342.849370829485,39273.86695618607,282914.3126924234,25043.16603151342,109153.7995208121,91897.2690704423,25814.25726055854
05/2016,26401.2895529748,121932.67219667968,92559.27910871073,83938.54260204134,23963.89892963154,48264.989764639744,40190.14824134282,290854.4919374069,25113.334448896145,112600.9450748238,92410.00637210318,24880.76991344309
06/2016,26405.227321507275,118008.94741737978,96919.91417363164,86647.10179834314,24988.678099665565,46589.987817711895,40163.88636406962,288942.4358091718,26410.06814442633,112621.84664078146,94509.72288255798,27238.011592137216
07/2016,27222.26968096253,124313.11313940378,98692.4378825563,88953.85313029263,26193.861525370536,49176.65144932761,41854.57732120688,300851.7054411729,26748.326842108298,117073.93885688134,94733.8512557778,27648.85847442785
08/2016,27051.921402191183,125548.46078341625,95671.064479512,86358.26002799862,26775.56781469962,50028.73833055648,41939.55999526291,300587.8217491223,25908.35124117321,115893.26190665392,94308.91285606344,26928.080003332525
09/2016,27038.63734338914,126351.51981587838,95545.0895252966,86745.87799762661,27050.433919364757,50037.181529356894,42093.55888235106,301399.3574113136,25573.172300795606,116523.5649427273,94128.40281161654,27129.92396408185
10/2016,26739.97660878712,124195.76457745046,94135.63591814724,85800.88545492523,27582.436726383723,51191.72706305696,42197.28278141377,301371.860982302,25430.71675964753,114895.92401073837,92717.80065772728,26606.4952985483
11/2016,27877.596699010992,138360.2481066952,95433.21909712355,88704.70923089034,27079.83585963974,53645.67617191392,43710.13002056465,314645.0820543735,25736.790423862894,123363.72520229922,91032.62595754163,25363.002573191297
12/2016,28567.85018500229,144824.99561522494,98424.67418091155,90845.3647066821,27367.72412894365,55785.16215441736,45032.92390279571,325047.0225210582,26155.52731451504,127734.27996699791,91059.85042326152,25176.485015697253
01/2017,28408.700384680466,143956.26982511795,98218.58331470186,92225.43507713218,28262.888371092457,55935.51139202706,45361.58071344882,326268.2751460959,25380.34686644836,128306.64474467962,90219.80796887729,25818.724154479627
02/2017,29871.82787780636,147472.3530105888,102961.70512222506,95822.91870657793,29643.17359450614,57882.36444001117,47347.9922905905,340319.69129396335,26367.268923049716,132375.6891279344,90942.51889437101,27128.41226487793
03/2017,29993.900521463947,146655.53923389298,102449.20743081853,96997.27075616336,30128.3613885704,57600.2583358052,47518.71261413512,340920.6434858108,25911.26231627493,132828.14795200172,90688.72966302816,26659.66562938577
04/2017,29805.50355887193,145988.44825609663,101242.83127035058,96665.02633789294,30072.8682842932,56767.33510509012,47201.46319806478,338403.4870777285,25343.664950750954,132299.7245654762,91164.97039832547,26529.183907375536
05/2017,29804.811019157158,141122.21832960227,101492.25341672878,98134.4456983141,30071.091403106548,55782.53321809659,46981.87734606509,336600.5938420979,24731.07529580505,131152.1069073981,91494.62316802029,25836.087744739983
06/2017,29213.253165889106,140106.25332587532,99203.79443416066,96722.06984912316,29856.711006424637,55455.91631579477,46406.12694398619,332240.3770303907,23515.727730237904,129717.07121030315,90992.09504100436,24923.1680858164
07/2017,28868.172951000244,139328.32503311097,98378.21521806628,97035.70032762566,30694.77290586311,55565.79971916647,46417.50185862431,331053.7797284324,23089.259586065662,129588.3525606514,91038.1004424962,24747.662148266227
08/2017,28711.90699757273,136211.16923655968,98372.64322888342,97627.57036322213,31108.31368597536,54927.0741211479,46214.82387108675,328772.46403403045,23411.220982903404,128610.26883014213,91820.17253998344,25398.374785282816
09/2017,29380.12713363253,143938.62125417424,98716.89923525248,100284.66640868636,31052.22976438569,56849.94399643748,47177.11336194277,336692.5029233621,22988.579498255094,133902.85817269768,91072.03238527745,24883.629713577837
10/2017,30489.77464039467,146148.95154112042,101563.61105228437,106372.52146114316,32604.98591244345,59101.18597096721,48858.04819467488,348007.6476748878,24369.373182465853,139121.49881208356,91368.3943680866,24988.067113004352
11/2017,30813.627486622216,146486.23421138947,102556.64623621436,106426.03528401526,32153.72378388473,59556.45026322546,48921.95336205114,349216.728510485,24040.918910958073,139309.07299864068,91456.22286184372,24737.290397620796
12/2017,30844.395336430774,147021.45277243046,101492.89880597178,105467.02313707558,32912.67876172594,59892.23619439954,49122.33137930584,349689.63846413,23950.53990203527,138935.90893453136,91275.85091251276,24751.452587246906
01/2018,30909.414935784163,145654.59803208063,100654.87082733534,109723.74656128476,34222.44454467867,60713.44122315692,49951.39994518774,354440.25233213924,23990.928615850597,141071.93974766915,90491.7862997808,24721.85007768645
02/2018,30414.811704304124,140611.55282406294,98524.256138769,110093.5569872247,33316.482723812005,59640.0978473682,48808.25622477056,346516.25027853396,22948.04067898614,138915.99671107144,90356.46295006677,24703.817440544964
03/2018,29798.31721295167,139473.45132657888,97560.5238875998,105575.71053994675,32438.072535713807,57783.34427637703,47354.303371208465,336019.756332507,22732.929012944434,135417.95170714753,91240.79448093002,24600.777111606883
04/2018,30572.670343384245,144804.7308585044,99596.3810558804,108796.44430701966,32955.628925507226,60144.85433684714,48761.99469143204,346690.41629195085,23253.44113634312,140060.91801265726,90675.6698106321,24891.77672609611
05/2018,32077.16846297838,152992.73154543235,103003.24445282796,115520.48806522336,32884.88377054704,60565.4551083824,50407.41522018068,360194.51207584224,23435.092116500567,148355.13518224203,90690.26843717757,25546.666383832624
06/2018,31978.647484188667,154054.61109399924,104048.061953699,115514.45159594175,31534.856612564232,59545.108723097845,50293.85653492888,361288.8311468576,23678.788373520012,148856.1105200058,90824.35879478473,24558.299071782112
07/2018,32830.85968493346,156140.00520980026,106637.55404749152,117297.89973730483,31977.6471629273,60772.82384909973,51460.03843052044,370096.9548691918,23387.955383392095,151014.96511370892,90408.1203873765,23819.562607374755
08/2018,33600.99485609146,159157.75499627608,109074.28734560046,123483.50260785429,31362.14263575475,60633.99154851741,52247.38302885578,377409.5795809745,24217.493547661776,156498.3132917924,90316.64223698304,23629.78817204529
09/2018,33958.538448082254,157407.15883889166,111095.73722060428,125486.58536764872,31296.994025172586,62106.93882137092,52797.006396934215,381969.86913948867,24250.767828905267,156976.8939806586,89695.16489543239,23482.24766241878
10/2018,32306.88264174071,145834.1193843442,108440.72590078677,115671.83574614247,29157.18783278393,58918.64989079106,49942.91937494832,361990.5227910669,24147.940372753055,145050.2540720791,89508.89431186215,24577.896994774525
11/2018,32351.924501874768,145389.22705347376,111162.67261636176,116900.29624691035,30291.95582268428,58933.03896201061,50495.33097195044,364781.23670324817,23831.996875802794,145642.7191105877,89918.47456189322,24541.590741727665
12/2018,29890.735171258093,128545.55127479146,104144.63099856953,107416.63882647228,29290.140614448104,53993.67640434422,46565.28470111184,334365.29845615,24013.15797896234,131298.48930382344,91138.9394689651,25628.309446284224
01/2019,31983.63470057062,142829.90745125507,109149.90888340634,113894.15300020442,31638.330230352323,58464.51550902754,50054.27019118231,359188.82229575684,23515.729941524,142488.19443653652,91704.1726425684,26372.63230630041
02/2019,33620.45355474091,149181.16439846298,113168.85372522035,118824.69434088348,31946.852184803887,59363.863489250136,51728.52479506191,372323.07995161944,23793.31646258069,148740.76961874735,91406.35079710472,26456.733684568117
03/2019,34863.3763513786,148093.31815632925,117377.65023128528,123853.20990762934,32737.75300969999,59944.61621167395,53224.64570120314,383290.3893288231,25044.586532546633,151328.3396522491,92948.0249439235,26398.960122274024
04/2019,36028.64858458654,154487.65916046486,118691.86898225594,128027.49779515246,33409.56971418956,61092.71969660169,55096.06860229096,397483.0448158682,25805.460896127748,157131.397201919,92555.24297835653,26171.596177755484
05/2019,34130.92214313929,140599.55581063312,118266.87863487436,124125.56612334283,31255.565975797974,56438.85624466856,52152.50584462674,376798.35456704017,26002.411791154955,147744.58602950734,94000.54646210176,26600.902222946905
06/2019,35689.83286968187,146840.36656497733,121399.62339892684,129320.37411621465,32458.29546530766,59093.62059930765,54433.13470470993,393545.4729997349,25820.09364393909,154106.46294472934,95078.85231121902,28348.15084605252
07/2019,36586.64329438364,148761.45372059775,124459.99488495772,133304.56163483422,32710.048850434767,60099.396598383406,55710.23867203712,403616.827450888,26926.547977945425,157550.5736268763,95605.46817203492,29311.19444897368
08/2019,36161.36300420341,142572.2051520251,127903.66832450824,134783.6248545828,31434.8299497699,58205.768506982786,54951.13887398532,399480.8590412405,29243.30794614494,155371.9149156249,98187.13663722608,31708.91203666084
09/2019,37302.59555803176,150981.08199941352,130923.45590283048,135497.11468091514,32469.520183846267,61801.70296971088,56864.62685789691,413489.9382303346,29185.010141923533,160028.14218312362,97343.74044431114,31230.733705431285
10/2019,37442.56521046541,151639.525319956,128908.9970558814,133915.5350660895,33021.041395969296,62679.6641965862,57029.67792837546,413938.3766837097,28169.675698988613,159372.7155628722,96702.25903881852,31015.26219017973
11/2019,39275.554257086245,158585.74602400372,131656.6935436637,139553.27033287162,33475.31405539133,64864.816510721714,59336.42428506617,432130.3255134631,28818.765561419154,166363.82758838707,96118.69867053856,30441.91979743145
12/2019,39685.74927212005,162765.88102499364,130740.15662412612,139781.18255570065,35119.06219725279,65482.71097015772,60026.31781429564,435092.2680780826,28183.165587396274,168692.25467961005,95276.90043539416,31039.983934540334
01/2020,40152.13755475491,156239.75221699377,135493.3461852602,145822.27342870546,34058.22589038788,64251.36057291464,60358.7252861884,439565.3117317642,28934.5805877343,168869.99186772283,97299.40204814784,32818.984343847704
02/2020,37015.619126105645,141392.6591737416,125444.64614800744,136281.92650555124,32418.472972474305,58649.95737260672,55839.86361825223,405160.39472645934,28516.153078846284,155395.74116959597,98716.26780194,33578.22630217985
03/2020,32948.75690558094,102675.49170591608,113196.46429228364,122590.89226842718,27222.305384807172,49151.94521591724,48350.56474015363,352214.1944768148,28943.2414758091,126927.02854374245,98658.67227464354,33623.779466322965
04/2020,36573.11354524315,118930.3772647543,122261.80507628032,136141.52474121147,30056.717740366814,53060.21336833668,53954.686869020166,393565.3413540612,29802.570052248633,143530.0639856358,99407.09848351832,35845.75185688671
05/2020,37388.673000824565,122230.42048955156,122680.16950568728,140613.894870158,29625.987967314748,53363.831562626976,55010.89405967543,402945.04639772646,28208.041846176147,147926.80769954942,99195.17180018818,35542.37246542635
06/2020,37702.09361297725,125914.56225711203,121653.39348608846,146302.7776388449,31675.920725470125,53419.07650838873,56473.02680758078,411313.35371286,27526.799152112104,153250.13274275462,99421.02636235762,36151.17063222053
07/2020,37070.04603426364,122557.64943392524,119454.97818380645,147505.2318092788,32622.42734162028,49495.85960054248,56207.32983305113,407346.3046000334,26943.686663531404,152206.08689380198,100292.49531956196,37970.94547126806
08/2020,39334.20615472047,129574.6960300856,121433.15289315813,157674.1438593147,33148.04489770392,51795.59697415357,59191.95639498416,431214.4696998599,26565.29954498686,161947.95762968232,99209.8394742916,37533.59533686696
09/2020,38885.627836759246,125716.75762947039,121800.36771388436,155620.13339183162,33261.379137493845,51116.82045496192,58421.09667708515,424587.89383369073,26277.299834168407,158700.06876113682,99914.58817077236,36899.64387519538
10/2020,37696.51593615756,127819.05772336031,117986.91696130468,150226.91648186362,33890.10804021987,49389.69329215306,57038.73334791905,411915.47067036806,26297.515900140155,156588.10126430393,99786.40631134131,36832.34673519121
11/2020,41129.50148493344,152463.76039317105,123268.62783876988,161171.1158542632,36306.78411734939,56374.83781534652,62590.906173873176,453647.6943686266,25865.206709913327,176038.2043775471,99900.0585917849,33685.31646989235
12/2020,41650.39924675085,160927.99120094697,122819.06958310638,164132.94789904403,38065.170236237456,57569.490339890624,63946.11700377805,461666.7486725492,26265.295115990793,182542.2250955398,99910.72150752516,35285.03418564844
01/2021,41219.786864827336,169905.33572790955,121786.95453627556,167323.12281760282,39546.94972836033,58943.325688861885,64335.90065388731,462162.9330833544,26526.298148782695,189467.1754128316,99073.49027514464,35162.49987505053
02/2021,42236.6523278418,184963.1272806876,119949.74894013848,166462.63102340206,40112.96956067222,62616.10513080722,65955.25915566731,474592.1343340212,27739.15133248944,197690.2800608716,96865.66501675878,32921.34451175658
03/2021,45421.40736821256,202150.0013274855,130115.65456936076,172512.66740456797,40975.21286886738,68397.33776027818,70034.2374870784,506944.97712908936,29512.06139482212,210916.520695544,97964.37787788808,33021.71321770408
04/2021,46288.63823213361,203869.84188203345,130014.11800725794,178793.1404108273,40908.1640159502,67043.57154209308,70970.42943754225,514861.87755784095,29283.35630823858,215339.30952223012,96727.54111421683,33497.581327314074
05/2021,46672.77874457234,209970.71927561887,131003.080067515,175188.03287885658,41456.94264308152,68514.10323569206,71371.77918178745,517184.7624900094,29980.8835145416,216892.58824064975,96179.7542734538,35653.5475483729
06/2021,48910.37710557618,210540.0701742572,135833.0185975772,181907.34967257624,42743.40365401052,69234.8966446976,74273.99937348612,538894.5702956185,30232.383716463628,220890.8482818522,98011.46557193648,33968.989074944424
07/2021,50369.99919017907,208196.02649820276,139403.20541578258,184792.8852101011,40117.76376148771,68778.35408884227,74864.63624157594,548224.8143634184,30438.33898518083,221113.4592228401,99640.69978601098,35154.3388233106
08/2021,51854.24976787433,214421.6099626368,142588.32158906804,191588.00832443687,41292.996976865405,69862.02872759827,77093.0678406559,564575.5361378051,29776.519715440183,228418.52761636407,99504.14547327063,35112.77672017118
09/2021,49767.15694935827,213332.52669410667,139130.58275813013,188540.4041087065,40627.55643233746,70374.10471439023,75556.07740722556,553051.2347403185,30391.225978301976,226125.4232786012,99080.35622683508,34461.36703706918
10/2021,53053.9078040501,219836.2152108997,142610.7237714857,201578.23378862208,40755.05102976872,70407.12215945704,78984.33822102484,581064.3127416789,31477.9902383113,237000.32473802497,98827.65226877536,34784.13179389708
11/2021,53391.72427497968,216003.82016127429,143218.47537069774,200253.05844712153,40123.25467693248,69767.06641809252,79020.39012719129,582435.9729701157,31493.48931204643,234064.13101055857,101582.28237060658,36357.65093795848
12/2021,55530.68903566117,228330.63417494224,152037.67534896018,203863.99383820963,41126.04937677789,74871.84342000075,82491.56407123763,609313.3866606732,31695.67985316737,242853.17306360495,99871.42948684812,36793.80449480278
